order_no,staff_name,order_status,order_date,customer_name,trxn_batch_id,coin,sender_wallet,receiver_wallet,coin_amount(usd),purchase_rate(ngnusd),order_time,date_paid,time_paid,month,channel,completed?
2716,JPT-004,Paid,23-Aug-2022,Adam Bellavance,Buy-48090,BTC,kraken,kraken,$563.20,575.01,8:19 PM,23-Aug-2022,8:55:00 PM,Aug-2022,Website,TRUE
2717,JPT-004,Paid,23-Aug-2022,Erica Bern,Buy-48090,BTC,kraken,kraken,"$1,115.18",575.01,8:16 PM,23-Aug-2022,9:04:00 PM,Aug-2022,Website,TRUE
2718,JPT-004,Paid,23-Aug-2022,Helen Abelman,Buy-48090,BTC,kraken,kraken,"$3,271.84",575.01,8:50 PM,23-Aug-2022,9:10:00 PM,Aug-2022,Website,TRUE
2721,JPT-004,Paid,24-Aug-2022,Shahid Shariari,Buy-48091,BTC,kraken,kraken,$223.08,576.70,6:52 PM,24-Aug-2022,7:48:00 PM,Aug-2022,Website,TRUE
2722,JPT-004,Paid,24-Aug-2022,Matt Abelman,Buy-48091,USDT,kraken,kraken,$43.95,573.32,5:29 PM,24-Aug-2022,5:46:00 PM,Aug-2022,Website,TRUE
2723,JPT-004,Paid,24-Aug-2022,Mike Pelletier,Buy-48091,USDT,kraken,kraken,$108.57,573.32,2:15 PM,24-Aug-2022,2:41:00 PM,Aug-2022,Website,TRUE
2724,JPT-004,Paid,24-Aug-2022,Barry French,Buy-48091,USDT,kraken,kraken,$89.23,574.16,9:00 AM,24-Aug-2022,9:49:00 AM,Aug-2022,Website,TRUE
2725,JPT-004,Paid,24-Aug-2022,Carl Jackson,Buy-48091,USDT,kraken,kraken,"$1,300.56",576.70,8:46 PM,24-Aug-2022,8:53:00 PM,Aug-2022,Website,TRUE
2726,JPT-004,Paid,24-Aug-2022,Adam Bellavance,Buy-48091,BTC,kraken,kraken,"$1,168.81",576.70,7:55 PM,24-Aug-2022,8:48:00 PM,Aug-2022,Website,TRUE
2727,JPT-004,Paid,24-Aug-2022,John Castell,Buy-48091,BTC,kraken,kraken,$887.41,575.01,12:33 AM,24-Aug-2022,7:29:00 PM,Aug-2022,Website,TRUE
2729,JPT-004,Paid,25-Aug-2022,Meg O'Connel,Buy-48092,BTC,kraken,kraken,$188.73,575.01,7:08 AM,25-Aug-2022,7:23:00 AM,Aug-2022,Website,TRUE
2730,JPT-004,Paid,25-Aug-2022,Meg O'Connel,Buy-48092,BTC,kraken,kraken,"$2,703.73",578.39,9:36 AM,25-Aug-2022,10:20:00 AM,Aug-2022,Website,TRUE
2731,JPT-004,Paid,25-Aug-2022,Julia Dunbar,Buy-48092,USDT,kraken,kraken,$368.83,578.39,11:12 AM,25-Aug-2022,11:30:00 AM,Aug-2022,Website,TRUE
2732,JPT-004,Paid,25-Aug-2022,Dan Reichenbach,Buy-48092,BTC,kraken,kraken,$77.99,578.39,6:08 PM,25-Aug-2022,6:46:00 PM,Aug-2022,Website,TRUE
2733,JPT-004,Paid,25-Aug-2022,Anthony O'Donnell,Buy-48092,BTC,kraken,kraken,"$1,203.12",580.93,7:09 PM,25-Aug-2022,7:27:00 PM,Aug-2022,Website,TRUE
2734,JPT-004,Paid,25-Aug-2022,Anthony O'Donnell,Buy-48092,BTC,kraken,kraken,"$1,722.77",580.93,7:44 AM,25-Aug-2022,9:43:00 PM,Aug-2022,Website,TRUE
2735,JPT-004,Paid,25-Aug-2022,Shahid Shariari,Buy-48092,BTC,kraken,kraken,"$6,841.12",583.46,9:05 PM,25-Aug-2022,9:39:00 PM,Aug-2022,Website,TRUE
2736,JPT-004,Paid,25-Aug-2022,Harold Engle,Buy-48092,BTC,kraken,kraken,$512.86,580.93,7:26 PM,25-Aug-2022,9:21:00 PM,Aug-2022,Website,TRUE
2737,JPT-004,Paid,25-Aug-2022,Fred Wasserman,Buy-48092,USDT,kraken,kraken,"$30,860.14",585.16,11:42 AM,25-Aug-2022,12:12:00 PM,Aug-2022,Website,TRUE
2740,JPT-004,Paid,26-Aug-2022,Cindy Schnelling,Buy-48093,BTC,kraken,kraken,"$20,438.77",585.16,8:30 AM,26-Aug-2022,10:00:00 AM,Aug-2022,Website,TRUE
2741,JPT-004,Paid,26-Aug-2022,Mike Pelletier,Buy-48093,USDT,kraken,kraken,$148.72,575.01,2:22 PM,26-Aug-2022,2:35:00 PM,Aug-2022,Website,TRUE
2742,JPT-004,Paid,26-Aug-2022,Sarah Jordon,Buy-48093,BTC,kraken,kraken,$503.27,577.54,12:20 PM,26-Aug-2022,12:39:00 PM,Aug-2022,Website,TRUE
2743,JPT-004,Paid,26-Aug-2022,Adam Bellavance,Buy-48093,BTC,kraken,kraken,"$6,518.10",581.77,8:00 AM,26-Aug-2022,8:31:00 AM,Aug-2022,Website,TRUE
2744,JPT-004,Paid,26-Aug-2022,Helen Abelman,Buy-48093,BTC,kraken,kraken,$53.24,576.70,11:16 AM,26-Aug-2022,11:30:00 AM,Aug-2022,Website,TRUE
2745,JPT-004,Paid,26-Aug-2022,Frank Atkinson,Buy-48093,USDT,kraken,kraken,$145.00,577.54,9:49 AM,26-Aug-2022,9:55:00 AM,Aug-2022,Website,TRUE
2746,JPT-004,Paid,26-Aug-2022,Aaron Bergman,Buy-48093,TRX,kraken,kraken,$78.52,575.01,4:37 PM,26-Aug-2022,4:47:00 PM,Aug-2022,Website,TRUE
2747,JPT-004,Paid,26-Aug-2022,Matt Abelman,Buy-48093,USDT,kraken,kraken,$149.31,575.01,4:18 PM,26-Aug-2022,4:32:00 PM,Aug-2022,Website,TRUE
2748,JPT-004,Paid,26-Aug-2022,Aaron Bergman,Buy-48093,TRX,kraken,kraken,$147.23,575.01,3:31 PM,26-Aug-2022,4:02:00 PM,Aug-2022,Website,TRUE
2749,JPT-004,Paid,26-Aug-2022,Brian Moss,Buy-48093,BTC,kraken,kraken,$452.11,577.54,6:36 PM,26-Aug-2022,6:52:00 PM,Aug-2022,Website,TRUE
2750,JPT-004,Paid,26-Aug-2022,Evan Minnotte,Buy-48093,BTC,kraken,kraken,"$7,508.87",581.77,6:06 PM,26-Aug-2022,7:52:00 PM,Aug-2022,Website,TRUE
2751,JPT-004,Paid,26-Aug-2022,Dan Reichenbach,Buy-48093,BTC,kraken,kraken,$25.92,575.01,9:12 PM,26-Aug-2022,9:34:00 PM,Aug-2022,Website,TRUE
2752,JPT-004,Paid,26-Aug-2022,Fred Wasserman,Buy-48093,BTC,kraken,kraken,$190.64,575.01,9:28 PM,26-Aug-2022,9:47:00 PM,Aug-2022,Website,TRUE
2753,JPT-004,Paid,26-Aug-2022,Marina Lichtenstein,Buy-48093,BTC,kraken,kraken,$343.17,575.01,2:23 PM,26-Aug-2022,4:03:00 PM,Aug-2022,Website,TRUE
2758,JPT-004,Paid,27-Aug-2022,Rick Reed,Buy-48094,BTC,kraken,kraken,"$3,878.62",579.24,7:56 AM,27-Aug-2022,8:18:00 AM,Aug-2022,Website,TRUE
2759,JPT-004,Paid,27-Aug-2022,Cindy Schnelling,Buy-48094,BTC,kraken,kraken,"$1,583.87",577.54,9:59 AM,27-Aug-2022,10:28:00 AM,Aug-2022,Website,TRUE
2760,JPT-004,Paid,27-Aug-2022,Dan Reichenbach,Buy-48094,BTC,kraken,kraken,$38.82,575.01,3:08 PM,27-Aug-2022,4:05:00 PM,Aug-2022,Website,TRUE
2761,JPT-004,Paid,27-Aug-2022,Meg O'Connel,Buy-48094,BTC,kraken,kraken,$498.84,577.54,4:28 PM,27-Aug-2022,5:09:00 PM,Aug-2022,Website,TRUE
2762,JPT-004,Paid,27-Aug-2022,Monica Federle,Buy-48094,BTC,kraken,kraken,"$9,824.44",583.46,4:58 PM,27-Aug-2022,5:29:00 PM,Aug-2022,Website,TRUE
2764,JPT-004,Paid,27-Aug-2022,Frank Atkinson,Buy-48094,USDT,kraken,kraken,$13.98,575.01,8:08 PM,27-Aug-2022,8:16:00 PM,Aug-2022,Website,TRUE
2765,JPT-004,Paid,28-Aug-2022,Ann Chong,Buy-48095,TRX,kraken,kraken,$148.13,578.39,3:20 PM,28-Aug-2022,3:30:00 PM,Aug-2022,Website,TRUE
2766,JPT-004,Paid,28-Aug-2022,Mike Pelletier,Buy-48095,USDT,kraken,kraken,$214.16,578.39,12:57 PM,28-Aug-2022,1:20:00 PM,Aug-2022,Website,TRUE
2767,JPT-004,Paid,28-Aug-2022,Monica Federle,Buy-48095,BTC,kraken,kraken,"$1,335.51",580.93,11:49 AM,28-Aug-2022,12:38:00 PM,Aug-2022,Website,TRUE
2768,JPT-004,Paid,28-Aug-2022,Shahid Shariari,Buy-48095,BTC,kraken,kraken,$622.39,580.93,9:17 AM,28-Aug-2022,9:54:00 AM,Aug-2022,Website,TRUE
2769,JPT-004,Paid,28-Aug-2022,Fred Wasserman,Buy-48095,BTC,kraken,kraken,$252.82,578.39,7:08 PM,28-Aug-2022,7:52:00 PM,Aug-2022,Website,TRUE
2770,JPT-004,Paid,28-Aug-2022,Sanjit Chand,Buy-48095,USDT,kraken,kraken,$330.16,578.39,6:47 PM,28-Aug-2022,7:27:00 PM,Aug-2022,Website,TRUE
2771,JPT-004,Paid,28-Aug-2022,Dan Reichenbach,Buy-48095,BTC,kraken,kraken,$64.69,578.39,4:46 PM,28-Aug-2022,5:01:00 PM,Aug-2022,Website,TRUE
2772,JPT-004,Paid,28-Aug-2022,Angele Hood,Buy-48095,BTC,kraken,kraken,"$4,541.91",583.46,3:24 PM,28-Aug-2022,4:21:00 PM,Aug-2022,Website,TRUE
2776,JPT-004,Paid,29-Aug-2022,Monica Federle,Buy-48096,BTC,kraken,kraken,$220.40,581.77,11:33 AM,29-Aug-2022,11:49:00 AM,Aug-2022,Website,TRUE
2777,JPT-004,Paid,29-Aug-2022,Dan Reichenbach,Buy-48096,BTC,kraken,kraken,$17.18,579.24,12:19 PM,29-Aug-2022,12:52:00 PM,Aug-2022,Website,TRUE
2778,JPT-004,Paid,29-Aug-2022,Alex Avila,Buy-48096,BTC,kraken,kraken,$378.19,581.77,2:10 PM,29-Aug-2022,2:24:00 PM,Aug-2022,Website,TRUE
2779,JPT-004,Paid,29-Aug-2022,Fred Wasserman,Buy-48096,BTC,kraken,kraken,$128.49,581.77,5:15 PM,29-Aug-2022,5:48:00 PM,Aug-2022,Website,TRUE
2780,JPT-004,Paid,29-Aug-2022,Adam Bellavance,Buy-48096,BTC,kraken,kraken,"$5,524.00",584.31,4:26 PM,29-Aug-2022,4:38:00 PM,Aug-2022,Website,TRUE
2781,JPT-004,Paid,29-Aug-2022,Christopher Schild,Buy-48096,BTC,kraken,kraken,$217.28,581.77,5:10 PM,29-Aug-2022,5:55:00 PM,Aug-2022,Website,TRUE
2782,JPT-004,Paid,29-Aug-2022,Ralph Arnett,Buy-48096,BTC,kraken,kraken,"$4,575.37",584.31,9:29 PM,29-Aug-2022,10:27:00 PM,Aug-2022,Website,TRUE
2785,JPT-004,Paid,29-Aug-2022,Erica Bern,Buy-48096,BTC,kraken,kraken,$430.40,581.77,11:11 PM,30-Aug-2022,5:56:00 AM,Aug-2022,Website,TRUE
2801,JPT-002,Paid,30-Aug-2022,Heather Jas,Buy-48097,BTC,kraken,kraken,$127.29,592.77,9:33 PM,30-Aug-2022,9:33:00 PM,Aug-2022,Website,TRUE
2802,JPT-002,Paid,30-Aug-2022,Heather Jas,Buy-48097,BTC,kraken,kraken,$204.88,592.01,9:37 PM,30-Aug-2022,9:43:00 PM,Aug-2022,Website,TRUE
2803,JPT-002,Paid,30-Aug-2022,Heather Jas,Buy-48097,BTC,kraken,kraken,$624.06,592.00,9:47 PM,30-Aug-2022,9:50:00 PM,Aug-2022,Website,TRUE
2804,JPT-002,Paid,30-Aug-2022,Heather Jas,Buy-48097,BTC,kraken,kraken,$342.34,592.34,9:54 PM,30-Aug-2022,9:58:00 PM,Aug-2022,Website,TRUE
2805,JPT-002,Paid,30-Aug-2022,Heather Jas,Buy-48097,BTC,kraken,kraken,$501.39,592.34,10:03 PM,30-Aug-2022,10:05:00 PM,Aug-2022,Website,TRUE
2786,JPT-004,Paid,30-Aug-2022,Meg O'Connel,Buy-48097,BTC,kraken,kraken,$193.63,581.77,12:01 AM,29-Aug-2022,11:54:00 PM,Aug-2022,Website,TRUE
2787,JPT-004,Paid,30-Aug-2022,Julia Dunbar,Buy-48097,USDT,kraken,kraken,$442.59,579.24,7:46 AM,30-Aug-2022,8:43:00 AM,Aug-2022,Website,TRUE
2788,JPT-004,Paid,30-Aug-2022,Matt Abelman,Buy-48097,USDT,kraken,kraken,$447.05,579.24,10:36 AM,30-Aug-2022,11:04:00 AM,Aug-2022,Website,TRUE
2789,JPT-004,Paid,30-Aug-2022,Shahid Shariari,Buy-48097,BTC,kraken,kraken,$178.24,579.24,10:50 AM,30-Aug-2022,11:12:00 AM,Aug-2022,Website,TRUE
2790,JPT-004,Paid,30-Aug-2022,Frank Atkinson,Buy-48097,USDT,kraken,kraken,$17.85,579.24,11:21 AM,30-Aug-2022,11:34:00 AM,Aug-2022,Website,TRUE
2791,JPT-004,Paid,30-Aug-2022,Meg O'Connel,Buy-48097,USDT,kraken,kraken,$162.85,580.93,2:26 PM,30-Aug-2022,2:35:00 PM,Aug-2022,Website,TRUE
2792,JPT-004,Paid,30-Aug-2022,Meg O'Connel,Buy-48097,BTC,kraken,kraken,$301.87,580.93,2:31 PM,30-Aug-2022,3:13:00 PM,Aug-2022,Website,TRUE
2793,JPT-004,Paid,30-Aug-2022,Brian Moss,Buy-48097,BTC,kraken,kraken,"$1,176.75",580.93,3:18 PM,30-Aug-2022,4:05:00 PM,Aug-2022,Website,TRUE
2794,JPT-004,Paid,30-Aug-2022,Helen Abelman,Buy-48097,BTC,kraken,kraken,$296.32,573.32,4:27 PM,30-Aug-2022,4:59:00 PM,Aug-2022,Website,TRUE
2795,JPT-004,Paid,30-Aug-2022,Dan Reichenbach,Buy-48097,BTC,kraken,kraken,$38.59,579.24,5:48 PM,30-Aug-2022,7:01:00 PM,Aug-2022,Website,TRUE
2796,JPT-004,Paid,30-Aug-2022,Meg O'Connel,Buy-48097,BTC,kraken,kraken,$211.70,580.93,6:27 PM,30-Aug-2022,6:35:00 PM,Aug-2022,Website,TRUE
2797,JPT-004,Paid,30-Aug-2022,Fred Wasserman,Buy-48097,USDT,kraken,kraken,"$4,372.37",582.62,6:55 PM,31-Aug-2022,10:40:00 AM,Aug-2022,Website,TRUE
2798,JPT-004,Paid,30-Aug-2022,Brian Moss,Buy-48097,BTC,kraken,kraken,"$1,473.07",580.93,5:06 PM,31-Aug-2022,10:48:00 AM,Aug-2022,Website,TRUE
2800,JPT-004,Paid,30-Aug-2022,Fred Wasserman,Buy-48097,BTC,kraken,kraken,$444.60,580.93,8:43 PM,31-Aug-2022,10:50:00 AM,Aug-2022,Website,TRUE
2806,JPT-004,Paid,31-Aug-2022,Sarah Jordon,Buy-48098,BTC,kraken,kraken,$896.78,580.93,5:49 AM,31-Aug-2022,6:27:00 AM,Aug-2022,Website,TRUE
2807,JPT-004,Paid,31-Aug-2022,Meg O'Connel,Buy-48098,BTC,kraken,kraken,$401.54,580.93,6:15 AM,31-Aug-2022,7:17:00 AM,Aug-2022,Website,TRUE
2808,JPT-004,Paid,31-Aug-2022,Meg O'Connel,Buy-48098,BTC,kraken,kraken,$233.19,580.93,11:52 AM,31-Aug-2022,12:08:00 PM,Aug-2022,Website,TRUE
2809,JPT-004,Paid,31-Aug-2022,Shahid Shariari,Buy-48098,BTC,kraken,kraken,"$2,277.80",580.93,10:24 AM,31-Aug-2022,10:27:00 AM,Aug-2022,Website,TRUE
2810,JPT-004,Paid,31-Aug-2022,Bill Donatelli,Buy-48098,BTC,kraken,kraken,$36.44,579.24,10:22 AM,31-Aug-2022,10:28:00 AM,Aug-2022,Website,TRUE
2811,JPT-004,Paid,31-Aug-2022,Susan Vittorini,Buy-48098,BTC,kraken,kraken,$812.64,580.93,1:10 PM,31-Aug-2022,1:40:00 PM,Aug-2022,Website,TRUE
2812,JPT-004,Paid,31-Aug-2022,John Castell,Buy-48098,BTC,kraken,kraken,$278.48,580.93,2:26 PM,31-Aug-2022,2:50:00 PM,Aug-2022,Website,TRUE
2813,JPT-004,Paid,31-Aug-2022,Bill Donatelli,Buy-48098,TRX,kraken,kraken,$223.08,579.24,5:31 PM,31-Aug-2022,5:48:00 PM,Aug-2022,Website,TRUE
2814,JPT-004,Paid,31-Aug-2022,Shahid Shariari,Buy-48098,BTC,kraken,kraken,"$3,342.41",579.24,7:01 PM,31-Aug-2022,7:20:00 PM,Aug-2022,Website,TRUE
2815,JPT-004,Paid,31-Aug-2022,Cindy Schnelling,Buy-48098,BTC,kraken,kraken,"$9,051.69",579.24,7:30 PM,31-Aug-2022,8:24:00 PM,Aug-2022,Website,TRUE
2816,JPT-004,Paid,31-Aug-2022,Bill Donatelli,Buy-48098,TRX,kraken,kraken,"$1,326.88",576.70,7:35 PM,31-Aug-2022,8:34:00 PM,Aug-2022,Website,TRUE
2817,JPT-004,Paid,31-Aug-2022,Erica Bern,Buy-48098,BTC,kraken,kraken,"$2,706.70",579.24,7:08 PM,31-Aug-2022,9:11:00 PM,Aug-2022,Website,TRUE
2818,JPT-004,Paid,31-Aug-2022,Mike Pelletier,Buy-48098,USDT,kraken,kraken,$111.54,576.70,9:06 PM,31-Aug-2022,9:16:00 PM,Aug-2022,Website,TRUE
2821,JPT-002,Paid,1-Sep-2022,Heather Jas,Buy-48099,BTC,kraken,kraken,"$2,144.54",586.41,10:49 PM,1-Sep-2022,11:25:00 PM,Sep-2022,Website,TRUE
2822,JPT-002,Paid,1-Sep-2022,Heather Jas,Buy-48099,BTC,kraken,kraken,"$1,776.68",586.17,8:18 AM,1-Sep-2022,8:33:00 AM,Sep-2022,Website,TRUE
2823,JPT-004,Paid,1-Sep-2022,Alex Avila,Buy-48099,BTC,kraken,kraken,"$1,976.04",574.16,7:06 AM,1-Sep-2022,7:33:00 AM,Sep-2022,Website,TRUE
2824,JPT-004,Paid,1-Sep-2022,Gene Hale,Buy-48099,BTC,kraken,kraken,$47.44,574.16,7:29 AM,1-Sep-2022,7:35:00 AM,Sep-2022,Website,TRUE
2825,JPT-004,Paid,1-Sep-2022,Dan Reichenbach,Buy-48099,BTC,kraken,kraken,$77.63,574.16,6:17 AM,1-Sep-2022,9:43:00 AM,Sep-2022,Website,TRUE
2826,JPT-004,Paid,1-Sep-2022,Hunter Glantz,Buy-48099,BNB,kraken,kraken,"$1,213.56",581.77,11:19 AM,1-Sep-2022,11:25:00 AM,Sep-2022,Website,TRUE
2827,JPT-004,Paid,1-Sep-2022,Michelle Lonsdale,Buy-48099,BTC,kraken,kraken,$349.45,579.24,11:42 AM,1-Sep-2022,11:48:00 AM,Sep-2022,Website,TRUE
2828,JPT-004,Paid,1-Sep-2022,Shahid Shariari,Buy-48099,BTC,kraken,kraken,"$1,486.46",581.77,12:03 PM,1-Sep-2022,12:39:00 PM,Sep-2022,Website,TRUE
2829,JPT-004,Paid,1-Sep-2022,Logan Haushalter,Buy-48099,BTC,kraken,kraken,$139.80,579.24,12:49 PM,1-Sep-2022,1:07:00 PM,Sep-2022,Website,TRUE
2830,JPT-004,Paid,1-Sep-2022,Susan Vittorini,Buy-48099,BTC,kraken,kraken,"$1,337.59",581.77,2:42 PM,1-Sep-2022,2:56:00 PM,Sep-2022,Website,TRUE
2831,JPT-004,Paid,1-Sep-2022,Ann Chong,Buy-48099,BTC,kraken,kraken,$600.23,583.46,5:28 PM,1-Sep-2022,5:39:00 PM,Sep-2022,Website,TRUE
2832,JPT-004,Paid,1-Sep-2022,Shahid Shariari,Buy-48099,BTC,kraken,kraken,"$1,975.89",584.31,5:52 PM,1-Sep-2022,6:05:00 PM,Sep-2022,Website,TRUE
2833,JPT-004,Paid,1-Sep-2022,Erica Bern,Buy-48099,BTC,kraken,kraken,$514.87,583.46,6:38 PM,1-Sep-2022,7:14:00 PM,Sep-2022,Website,TRUE
2834,JPT-004,Paid,1-Sep-2022,Monica Federle,Buy-48099,BTC,kraken,kraken,$374.77,583.46,6:46 PM,1-Sep-2022,10:17:00 PM,Sep-2022,Website,TRUE
2849,JPT-004,Paid,2-Sep-2022,Adam Bellavance,Buy-48100,BTC,kraken,kraken,"$8,952.59",587.69,1:33 AM,2-Sep-2022,7:16:00 AM,Sep-2022,Website,TRUE
2850,JPT-004,Paid,2-Sep-2022,Bart Watters,Buy-48100,BTC,kraken,kraken,"$5,361.50",586.00,7:15 AM,2-Sep-2022,8:28:00 AM,Sep-2022,Website,TRUE
2851,JPT-004,Paid,2-Sep-2022,Carlos Daly,Buy-48100,BTC,kraken,kraken,$490.78,583.46,7:43 AM,2-Sep-2022,8:04:00 AM,Sep-2022,Website,TRUE
2852,JPT-004,Paid,2-Sep-2022,Mark Cousins,Buy-48100,BTC,kraken,kraken,"$7,749.09",585.16,1:03 AM,2-Sep-2022,7:13:00 AM,Sep-2022,Website,TRUE
2853,JPT-004,Paid,2-Sep-2022,Meg O'Connel,Buy-48100,BTC,kraken,kraken,"$2,975.71",583.46,6:24 AM,2-Sep-2022,6:45:00 AM,Sep-2022,Website,TRUE
2854,JPT-004,Paid,2-Sep-2022,Dan Reichenbach,Buy-48100,BTC,kraken,kraken,$77.63,581.77,9:45 AM,2-Sep-2022,10:11:00 AM,Sep-2022,Website,TRUE
2855,JPT-004,Paid,2-Sep-2022,Aaron Bergman,Buy-48100,BTC,kraken,kraken,"$2,083.12",583.46,12:59 PM,2-Sep-2022,1:27:00 PM,Sep-2022,Website,TRUE
2856,JPT-004,Paid,2-Sep-2022,Ann Chong,Buy-48100,BTC,kraken,kraken,$133.62,583.46,12:53 PM,2-Sep-2022,1:08:00 PM,Sep-2022,Website,TRUE
2857,JPT-004,Paid,2-Sep-2022,Muhammed MacIntyre,Buy-48100,BTC,kraken,kraken,"$1,420.13",585.16,5:00 PM,2-Sep-2022,5:58:00 PM,Sep-2022,Website,TRUE
2858,JPT-004,Paid,2-Sep-2022,Helen Abelman,Buy-48100,BTC,kraken,kraken,$176.68,581.77,6:26 PM,2-Sep-2022,6:31:00 PM,Sep-2022,Website,TRUE
2859,JPT-004,Paid,2-Sep-2022,Dan Reichenbach,Buy-48100,BTC,kraken,kraken,$65.73,581.77,7:15 PM,2-Sep-2022,8:01:00 PM,Sep-2022,Website,TRUE
2860,JPT-004,Paid,2-Sep-2022,Julia Dunbar,Buy-48100,USDT,kraken,kraken,$332.84,583.46,8:23 PM,2-Sep-2022,8:35:00 PM,Sep-2022,Website,TRUE
2861,JPT-004,Paid,2-Sep-2022,Adam Bellavance,Buy-48100,BTC,kraken,kraken,"$15,641.77",587.69,5:52 PM,2-Sep-2022,6:41:00 PM,Sep-2022,Website,TRUE
2862,JPT-004,Paid,2-Sep-2022,Bryan Davis,Buy-48100,BTC,kraken,kraken,"$8,918.74",585.16,8:31 PM,2-Sep-2022,8:54:00 PM,Sep-2022,Website,TRUE
2863,JPT-004,Paid,2-Sep-2022,Meg O'Connel,Buy-48100,BTC,kraken,kraken,$66.92,582.62,8:39 PM,2-Sep-2022,8:49:00 PM,Sep-2022,Website,TRUE
2864,JPT-004,Paid,2-Sep-2022,Cindy Schnelling,Buy-48100,BTC,kraken,kraken,"$1,825.54",582.62,8:08 PM,2-Sep-2022,9:38:00 PM,Sep-2022,Website,TRUE
2865,JPT-004,Paid,2-Sep-2022,Jack Lebron,Buy-48100,BTC,kraken,kraken,$619.27,582.62,10:14 PM,2-Sep-2022,11:01:00 PM,Sep-2022,Website,TRUE
2903,JPT-004,Paid,2-Sep-2022,John Castell,Buy-48100,BTC,kraken,kraken,$103.36,583.46,7:34 AM,2-Sep-2022,7:48:00 AM,Sep-2022,Website,TRUE
2873,JPT-004,Paid,3-Sep-2022,Dan Reichenbach,Buy-48101,BTC,kraken,kraken,$97.56,581.77,12:01 AM,3-Sep-2022,12:07:00 AM,Sep-2022,Website,TRUE
2874,JPT-004,Paid,3-Sep-2022,Logan Haushalter,Buy-48101,BTC,kraken,kraken,$197.20,582.62,12:01 AM,3-Sep-2022,7:17:00 AM,Sep-2022,Website,TRUE
2875,JPT-004,Paid,3-Sep-2022,Dan Reichenbach,Buy-48101,BTC,kraken,kraken,"$1,064.09",583.46,3:46 AM,3-Sep-2022,7:50:00 AM,Sep-2022,Website,TRUE
2876,JPT-004,Paid,3-Sep-2022,Bill Donatelli,Buy-48101,BTC,kraken,kraken,"$2,061.26",583.46,10:06 AM,3-Sep-2022,10:18:00 AM,Sep-2022,Website,TRUE
2877,JPT-004,Paid,3-Sep-2022,Barry French,Buy-48101,USDT,kraken,kraken,$196.09,583.46,11:34 AM,3-Sep-2022,11:41:00 AM,Sep-2022,Website,TRUE
2878,JPT-004,Paid,3-Sep-2022,Toby Braunhardt,Buy-48101,USDT,kraken,kraken,$441.70,583.46,12:52 PM,3-Sep-2022,12:56:00 PM,Sep-2022,Website,TRUE
2879,JPT-004,Paid,3-Sep-2022,Ann Chong,Buy-48101,BTC,kraken,kraken,$652.58,583.46,12:52 PM,3-Sep-2022,1:09:00 PM,Sep-2022,Website,TRUE
2880,JPT-004,Paid,3-Sep-2022,Erica Bern,Buy-48101,BTC,kraken,kraken,$88.93,581.77,1:46 PM,3-Sep-2022,2:13:00 PM,Sep-2022,Website,TRUE
2881,JPT-004,Paid,3-Sep-2022,Bill Donatelli,Buy-48101,TRX,kraken,kraken,$419.76,583.46,4:43 PM,3-Sep-2022,5:02:00 PM,Sep-2022,Website,TRUE
2882,JPT-004,Paid,3-Sep-2022,Muhammed MacIntyre,Buy-48101,BTC,kraken,kraken,"$2,926.81",583.46,6:35 PM,3-Sep-2022,6:56:00 PM,Sep-2022,Website,TRUE
2883,JPT-004,Paid,3-Sep-2022,Bill Donatelli,Buy-48101,TRX,kraken,kraken,$189.62,581.77,9:58 PM,3-Sep-2022,10:33:00 PM,Sep-2022,Website,TRUE
2885,JPT-004,Paid,4-Sep-2022,Shahid Shariari,Buy-48102,BTC,kraken,kraken,$667.01,585.16,9:42 AM,4-Sep-2022,9:46:00 AM,Sep-2022,Website,TRUE
2886,JPT-004,Paid,4-Sep-2022,Dan Reichenbach,Buy-48102,BTC,kraken,kraken,$77.63,583.46,10:15 AM,4-Sep-2022,10:36:00 AM,Sep-2022,Website,TRUE
2887,JPT-004,Paid,4-Sep-2022,Alex Avila,Buy-48102,BTC,kraken,kraken,$474.42,585.16,10:59 AM,4-Sep-2022,11:28:00 AM,Sep-2022,Website,TRUE
2888,JPT-004,Paid,4-Sep-2022,Gene Hale,Buy-48102,BTC,kraken,kraken,$672.21,585.16,11:31 AM,4-Sep-2022,11:41:00 AM,Sep-2022,Website,TRUE
2889,JPT-004,Paid,4-Sep-2022,Aaron Bergman,Buy-48102,TRX,kraken,kraken,$105.07,582.62,11:39 AM,4-Sep-2022,12:11:00 PM,Sep-2022,Website,TRUE
2890,JPT-004,Paid,4-Sep-2022,Ann Chong,Buy-48102,BTC,kraken,kraken,$429.80,585.16,12:12 PM,4-Sep-2022,12:17:00 PM,Sep-2022,Website,TRUE
2891,JPT-004,Paid,4-Sep-2022,Muhammed MacIntyre,Buy-48102,BTC,kraken,kraken,"$1,731.10",585.16,3:48 PM,4-Sep-2022,3:53:00 PM,Sep-2022,Website,TRUE
2892,JPT-004,Paid,4-Sep-2022,Erica Bern,Buy-48102,BTC,kraken,kraken,$185.90,581.77,9:19 PM,4-Sep-2022,9:47:00 PM,Sep-2022,Website,TRUE
2894,JPT-004,Paid,4-Sep-2022,Dan Reichenbach,Buy-48102,BTC,kraken,kraken,$101.13,581.77,11:27 PM,4-Sep-2022,11:49:00 PM,Sep-2022,Website,TRUE
